0, -0, -0
4592, -0, -0
13774, 1.09149, 1.03839
22984, 1.23898, 1.14459
32171, -0.147498, 0.00589993
41329, 0.389395, 0.0235997
50568, 0.306796, 0.0294996
58991, 0.471994, 0.106199
66884, 0.471994, 0.123898
74837, 0.383495, 0.123898
82713, 0.389395, 0.0707991
90788, 0.477894, 0.247797
98816, 0.536893, 0.253697
106685, 0.536893, 0.265497
114527, 0.513294, 0.265497
122378, 0.519193, 0.194698
130232, 0.530993, 0.212397
138316, 0.530993, 0.171098
146178, 0.572293, 0.171098
154055, 0.607692, 0.212397
161911, 0.643092, 0.253697
170065, 0.666692, 0.289096
178062, 0.666692, 0.342196
185972, 0.707991, 0.342196
193815, 0.719791, 0.377595
201671, 0.719791, 0.383495
209519, 0.76699, 0.430695
217370, 0.76699, 0.460194
225222, 0.755191, 0.460194
233075, 0.867289, 0.589993
240928, 0.879089, 0.589993
248780, 0.979388, 0.78469
256657, 0.979388, 0.707991
264523, 0.938088, 0.707991
272387, 1.02659, 0.867289
280237, 0.997088, 0.873189
288087, 0.997088, 0.932188
295937, 1.01479, 0.932188
303789, 1.05609, 0.873189
311638, 1.05019, 0.973488
319487, 1.17999, 0.83779
327338, 1.17999, 0.979388
335188, 1.04429, 0.979388
343039, 1.16229, 1.06199
350891, 1.16229, 1.01479
358951, 1.13869, 1.15639
368675, 1.32158, 1.15639
377878, 1.25078, 1.07379
387039, 1.25078, 1.29798
396185, 1.34518, 1.13869
405338, 1.34518, 1.06199
414521, 1.37468, 1.06199
424329, 1.57528, 1.20948
433776, 1.38058, 1.12099
442938, 1.59298, 1.28028
452094, 1.68738, 1.09149
460926, 1.61658, 1.41598
468776, 1.63428, 1.25668
476629, 1.63428, 1.53988
484481, 1.72278, 1.53988
492409, 1.77588, 1.49268
500311, 1.82898, 1.61068
508466, 1.80538, 1.53398
516318, 1.80538, 1.53398
524176, 1.96468, 1.62838
532023, 1.87028, 1.81718
539883, 1.87028, 1.82898
547764, 1.87028, 1.88208
555691, 2.05317, 1.88208
564292, 2.05317, 1.82308
573451, 2.15937, 2.00007
582604, 2.36587, 1.88208
591759, 2.30687, 2.12397
600909, 2.24787, 2.08267
610060, 2.39537, 2.07087
619208, 2.43667, 1.97648
628425, 2.53107, 2.20067
637580, 2.53107, 2.04727
646730, 2.42487, 2.27147
655905, 2.55467, 2.37767
665056, 2.64317, 2.37767
674328, 2.60187, 2.31277
683519, 2.70217, 2.67857
692676, 2.73167, 2.61367
701824, 2.94406, 2.76117
710982, 2.93816, 2.61367
720168, 3.03256, 2.61957
729325, 2.81426, 2.57827
738481, 3.04436, 2.64907
747636, 3.14466, 2.31277
756796, 3.14466, 2.64907
765954, 3.23906, 2.66677
775103, 3.21546, 2.66677
784251, 3.26266, 2.60187
793400, 3.33346, 2.99716
802550, 3.22726, 2.78477
811699, 3.38066, 2.91456
820846, 3.52226, 3.10926
829995, 3.51046, 3.22136
839142, 3.27446, 3.15056
848289, 3.55176, 3.26856
857443, 3.55176, 3.15056
866616, 3.44556, 2.86736
875766, 3.41016, 3.31576
884913, 3.56356, 3.31576
894068, 3.57536, 3.23906
903220, 3.69335, 3.32756
912368, 3.91165, 3.61075
921516, 4.06505, 3.55766
930666, 3.87035, 3.71695
939817, 3.90575, 3.41606
948970, 4.14175, 3.85855
958132, 3.90575, 3.29216
