0, -0, -0, 0, 0
0, -0, -0, 12.0221, 12.0221
1140, -0, -0, 12.0377, 12.0377
2275, -0, -0, 12.0533, 12.0533
3396, -0, -0, 12.0689, 12.0689
4568, -0, -0, 12.0845, 12.0845
5732, -0, -0, 12.1001, 12.1001
6901, -0, -0, 12.1156, 12.1156
8060, -0, -0, 12.1312, 12.1312
9200, 5.92353, 4.57834, 10.4225, 10.8141
10349, 5.92353, 4.57834, 10.4359, 10.8279
11477, 5.92353, 4.57834, 10.4492, 10.8418
12634, 5.92353, 4.57834, 10.4626, 10.8557
13783, 5.92353, 4.57834, 10.4759, 10.8695
14941, 5.92353, 4.57834, 10.4893, 10.8834
16083, 5.92353, 4.57834, 10.5026, 10.8972
17234, 5.92353, 4.57834, 10.516, 10.9111
18405, 5.92353, 4.57834, 10.5293, 10.9249
19568, 2.59007, 5.48103, 11.513, 10.676
20688, 2.59007, 5.48103, 11.5276, 10.6896
21802, 2.59007, 5.48103, 11.5422, 10.7031
22933, 2.59007, 5.48103, 11.5568, 10.7166
24379, 2.59007, 5.48103, 11.5714, 10.7301
25706, 2.59007, 5.48103, 11.586, 10.7436
26930, 2.59007, 5.48103, 11.6007, 10.7571
28070, 2.59007, 5.48103, 11.6153, 10.7707
29204, 1.05019, 5.91173, 12.0781, 10.6588
30794, 1.05019, 5.91173, 12.0933, 10.6722
32130, 1.05019, 5.91173, 12.1085, 10.6855
33428, 1.05019, 5.91173, 12.1237, 10.6989
34629, 1.05019, 5.91173, 12.1389, 10.7122
35764, 1.05019, 5.91173, 12.1541, 10.7256
37033, 1.05019, 5.91173, 12.1693, 10.7389
38345, 1.05019, 5.91173, 12.1844, 10.7523
39507, 2.08857, 6.36012, 11.8974, 10.6351
40647, 2.08857, 6.36012, 11.9122, 10.6483
41809, 2.08857, 6.36012, 11.927, 10.6615
43006, 2.08857, 6.36012, 11.9418, 10.6747
44567, 2.08857, 6.36012, 11.9566, 10.6879
45806, 2.08857, 6.36012, 11.9714, 10.701
47027, 2.08857, 6.36012, 11.9861, 10.7142
