0,0,0.00,0,0.00
6,0,0.00,0,0.00
24,2,53.70,2,53.70
45,7,115.08,7,115.08
67,16,197.72,15,175.75
93,29,241.66,27,223.07
118,45,309.33,42,290.00
144,64,367.33,61,367.33
170,87,411.71,83,393.81
195,112,483.33,107,464.00
224,142,483.32,135,466.65
252,174,552.37,166,535.11
280,208,626.52,199,552.37
308,244,600.00,233,604.16
336,282,655.92,270,638.66
364,322,673.20,308,655.94
392,363,707.72,347,673.20
421,405,716.67,388,683.33
448,449,769.72,429,733.92
477,493,776.77,472,742.25
505,539,766.64,516,733.31
532,586,841.35,561,805.55
561,634,783.31,607,749.98
589,682,845.82,653,811.29
617,731,877.13,700,811.29
645,781,833.31,747,811.27
674,832,863.08,796,828.56
701,883,880.34,844,845.82
729,934,897.60,894,845.82
758,986,866.64,943,833.31
785,1038,930.86,993,895.06
815,1093,916.64,1046,837.77
845,1150,888.68,1100,886.07
875,1208,950.00,1155,916.67
905,1266,904.28,1210,857.50
935,1324,950.51,1266,902.18
966,1383,904.30,1322,873.12
995,1442,983.30,1378,933.30
1026,1501,919.87,1434,873.09
1057,1562,966.64,1493,919.87
1088,1624,951.05,1552,904.28
1119,1685,966.64,1611,919.87
1151,1747,966.67,1670,906.24
1182,1810,936.42,1729,919.87
1213,1872,998.87,1788,919.87
1244,1934,951.52,1848,919.87
1276,1997,966.67,1907,935.49
1307,2060,951.52,1967,906.21
1338,2123,1014.99,2027,966.65
1370,2188,952.00,2089,908.06
1402,2251,982.23,2149,935.46
1432,2314,982.23,2209,935.46
1463,2377,997.82,2270,935.46
1495,2441,951.55,2330,921.34
1526,2505,997.82,2391,935.46
1557,2569,997.82,2451,951.05
1588,2633,997.82,2512,951.05
1620,2697,966.66,2573,921.34
1651,2761,997.82,2634,951.05
1682,2825,1047.21,2695,935.46
1714,2892,966.64,2758,951.55
1746,2956,1013.41,2819,921.32
1778,3023,966.64,2881,951.55
1809,3088,1047.21,2942,982.76
1841,3154,981.29,3005,922.71
1873,3219,1013.41,3067,951.05
1905,3286,966.64,3130,937.35
1936,3351,1047.17,3191,982.73
1968,3418,981.29,3255,922.71
1999,3482,1013.44,3316,966.67
2032,3550,981.29,3380,922.71
2062,3615,1047.17,3441,998.84
2095,3682,981.29,3505,922.71
2126,3747,1013.41,3566,966.64
2158,3814,1011.97,3630,966.66
2190,3881,1027.07,3694,966.66
2223,3949,981.29,3758,937.35
2254,4014,1013.41,3821,966.64
2286,4082,1027.04,3885,981.73
2318,4149,1027.07,3949,966.66
2351,4217,995.94,4013,937.35
2382,4283,1013.41,4075,966.64
2414,4351,1060.19,4140,981.76
2446,4418,995.94,4204,966.63
2478,4484,1029.00,4267,951.55
2510,4553,995.94,4331,966.63
2541,4619,1063.32,4394,982.23
2573,4687,1010.58,4458,966.66
2606,4756,1042.18,4522,966.66
2638,4825,995.94,4587,952.00
2669,4891,1063.28,4649,998.84
2701,4959,995.94,4714,952.00
2732,5025,1029.00,4776,966.64
2765,5093,995.94,4841,952.00
2795,5158,1063.32,4903,998.87
2828,5226,995.94,4968,937.35
2859,5292,1029.00,5030,982.23
2892,5361,995.94,5094,937.35
2922,5427,1063.32,5156,998.87
2955,5495,995.94,5221,952.00
2986,5561,1044.59,5284,966.64
3019,5630,995.94,5348,952.00
3049,5696,1063.32,5411,1014.99
3083,5767,1009.28,5478,952.42
3115,5835,1042.18,5543,981.76
3148,5904,1027.04,5608,952.00
3179,5972,1042.18,5673,997.82
3212,6041,1042.15,5738,952.00
3244,6110,995.94,5803,996.83
3276,6176,1044.63,5866,951.55
3307,6245,1042.15,5931,1013.41
3341,6316,1039.87,5999,952.44
3373,6385,1010.58,6064,981.73
3406,6454,1042.18,6129,996.86
3437,6523,1042.15,6194,981.73
3470,6592,1027.07,6259,981.76
3502,6661,1010.58,6325,966.64
3535,6730,1042.15,6390,981.73
3566,6799,1042.18,6456,996.86
3599,6868,1057.28,6522,981.76
3631,6937,1010.58,6587,966.64
3663,7007,1042.15,6653,996.83
3696,7076,1010.58,6718,952.00
3727,7145,1075.78,6784,1029.00
3761,7216,1023.52,6852,966.66
3793,7286,1042.15,6918,996.83
3826,7355,1010.58,6984,952.00
3857,7424,1091.37,7049,1029.00
3891,7496,1009.31,7117,966.66
3923,7565,1042.15,7183,996.83
3956,7634,1025.23,7249,952.00
3987,7703,1075.78,7315,1029.00
4021,7775,1009.31,7383,966.66
4053,7844,1057.25,7449,1011.94
4087,7916,1009.31,7517,966.66
4118,7985,1075.78,7583,1029.00
4152,8056,1023.49,7652,966.63
4184,8126,1042.18,7718,1011.97
4218,8197,1023.49,7786,966.63
4249,8267,1075.81,7852,1029.04
4283,8338,1023.49,7921,980.85
4315,8408,1042.18,7987,996.86
4348,8477,1025.23,8054,981.29
4380,8547,1042.15,8120,996.83
4412,8616,1091.37,8186,996.86
4444,8686,1010.58,8253,996.83
4477,8756,1057.28,8319,981.29
4509,8825,1025.23,8385,996.86
4541,8895,1091.37,8451,996.83
4573,8965,1010.58,8518,996.86
4606,9035,1057.28,8584,981.29
4638,9105,1025.23,8651,996.86
4670,9174,1091.37,8717,1044.59
4703,9246,1023.49,8785,966.63
4736,9316,1042.18,8852,1011.97
4769,9388,1023.49,8921,966.63
4801,9457,1091.37,8987,1044.59
4834,9529,1009.31,9056,980.88
4867,9598,1042.15,9123,1011.94
4900,9669,1023.52,9192,980.88
4932,9739,1075.78,9259,1029.00
4965,9810,1009.28,9327,966.63
4998,9880,1057.28,9392,996.86
