0, 0, 0, 0, 0
0, 0, 0, 5.62987, 5.62987
1071, 0, 0, 5.64036, 5.64036
2133, 0.412995, 0.235997, 5.06957, 5.31869
3192, 1.17999, 0.76699, 3.99947, 4.58121
4251, 1.65198, 1.00299, 3.34254, 4.25753
5312, 1.94698, 1.00299, 2.9335, 4.26539
6371, 2.06497, 1.00299, 2.77281, 4.27324
7439, 2.12397, 0.707991, 2.69484, 4.6963
8499, 1.94698, 0.530993, 2.94888, 4.95405
9558, 1.41598, 0.117999, 3.70162, 5.54443
10616, 0.943988, 0.0589993, 4.37271, 5.63764
11674, 0.707991, 0.0589993, 4.71288, 5.64798
12735, 0.648992, 0.0589993, 4.80456, 5.65831
13798, 0.471994, 0.117999, 5.06246, 5.58561
14859, 0.412995, 0.117999, 5.15475, 5.59579
15918, 0.412995, 0.117999, 5.16416, 5.60597
16977, 0.294996, 0.176998, 5.33964, 5.53311
18040, 0.294996, 0.176998, 5.34936, 5.54313
19151, 0.412995, 0.176998, 5.19299, 5.55316
20213, 0.353996, 0.235997, 5.28544, 5.48014
21273, 0.353996, 0.176998, 5.295, 5.57305
22333, 0.353996, 0.235997, 5.30456, 5.50004
23397, 0.294996, 0.235997, 5.39716, 5.50991
24461, 0.294996, 0.235997, 5.40688, 5.51978
25526, 0.235997, 0.176998, 5.41659, 5.52965
26586, 0.294996, 0.176998, 5.42631, 5.62256
27645, 0.294996, 0.176998, 5.43602, 5.63258
28705, 0.294996, 0.176998, 5.44574, 5.6426
29765, 0.235997, 0.176998, 5.53849, 5.65263
30825, 0.294996, 0.176998, 5.46532, 5.66265
31884, 0.294996, 0.176998, 5.47504, 5.67268
32945, 0.294996, 0.176998, 5.48475, 5.6827
34004, 0.353996, 0.117999, 5.41143, 5.77577
35063, 0.353996, 0.176998, 5.42099, 5.70291
36126, 0.353996, 0.117999, 5.43055, 5.79597
37186, 0.412995, 0.117999, 5.35707, 5.80615
38244, 0.353996, 0.176998, 5.44952, 5.73329
39303, 0.353996, 0.117999, 5.45908, 5.82636
40362, 0.353996, 0.176998, 5.46864, 5.7535
41421, 0.412995, 0.117999, 5.39516, 5.84656
42480, 0.353996, 0.117999, 5.48761, 5.85674
43539, 0.353996, 0.176998, 5.49717, 5.78388
44599, 0.353996, 0.176998, 5.50673, 5.7939
45659, 0.353996, 0.176998, 5.51629, 5.80393
46719, 0.353996, 0.176998, 5.52585, 5.81395
47777, 0.353996, 0.176998, 5.53541, 5.82398
48837, 0.353996, 0.235997, 5.54497, 5.75096
49896, 0.412995, 0.176998, 5.47149, 5.84387
50955, 0.412995, 0.235997, 5.4809, 5.77086
52014, 0.412995, 0.235997, 5.4903, 5.78073
53073, 0.412995, 0.235997, 5.49971, 5.7906
